commit,subject,scope heuristic,patch check against 54c676ebf,file count,paths
a3730784fc851bb1125b40cca9b0a30788a293c1,refactor(db): extract domain stores from database runtime (#6987),runtime/auth/data,conflict or missing prerequisite,64,crates/buzz-db/src/admin_moderation.rs | crates/buzz-db/src/api_token.rs | crates/buzz-db/src/archived_identities.rs | crates/buzz-db/src/channel.rs | crates/buzz-db/src/channel_members.rs | crates/buzz-db/src/community.rs | crates/buzz-db/src/deletion.rs | crates/buzz-db/src/dm.rs | crates/buzz-db/src/event.rs | crates/buzz-db/src/feed.rs | crates/buzz-db/src/git_repo.rs | crates/buzz-db/src/lib.rs | crates/buzz-db/src/migration.rs | crates/buzz-db/src/moderation.rs | crates/buzz-db/src/observability.rs | crates/buzz-db/src/partition.rs | crates/buzz-db/src/product_feedback.rs | crates/buzz-db/src/push.rs | crates/buzz-db/src/reaction.rs | crates/buzz-db/src/relay_admin_actions.rs | crates/buzz-db/src/relay_invite.rs | crates/buzz-db/src/relay_members.rs | crates/buzz-db/src/relay_operators.rs | crates/buzz-db/src/replaceable.rs | crates/buzz-db/src/replica_fence.rs | crates/buzz-db/src/runtime/migration.rs | crates/buzz-db/src/runtime/mod.rs | crates/buzz-db/src/runtime/observability.rs | crates/buzz-db/src/runtime/replica_fence.rs | crates/buzz-db/src/runtime/tests.rs | crates/buzz-db/src/store/admin_moderation.rs | crates/buzz-db/src/store/allowlist.rs | crates/buzz-db/src/store/api_token.rs | crates/buzz-db/src/store/archived_identities.rs | crates/buzz-db/src/store/channel.rs | crates/buzz-db/src/store/channel_members.rs | crates/buzz-db/src/store/community.rs | crates/buzz-db/src/store/deletion.rs | crates/buzz-db/src/store/dm.rs | crates/buzz-db/src/store/event.rs | crates/buzz-db/src/store/feed.rs | crates/buzz-db/src/store/git_repo.rs | crates/buzz-db/src/store/mod.rs | crates/buzz-db/src/store/moderation.rs | crates/buzz-db/src/store/partition.rs | crates/buzz-db/src/store/product_feedback.rs | crates/buzz-db/src/store/push.rs | crates/buzz-db/src/store/reaction.rs | crates/buzz-db/src/store/relay_admin_actions.rs | crates/buzz-db/src/store/relay_invite.rs | crates/buzz-db/src/store/relay_members.rs | crates/buzz-db/src/store/relay_operators.rs | crates/buzz-db/src/store/reminder.rs | crates/buzz-db/src/store/replaceable.rs | crates/buzz-db/src/store/thread.rs | crates/buzz-db/src/store/usage.rs | crates/buzz-db/src/store/user.rs | crates/buzz-db/src/store/workflow.rs | crates/buzz-db/src/thread.rs | crates/buzz-db/src/usage.rs | crates/buzz-db/src/user.rs | crates/buzz-db/src/workflow.rs | crates/buzz-db/tests/observability_source.rs | desktop/src/shared/api/relayReconnectReplay.test.mjs
c432a111ca9ddd31a85e1312d5995f8b92191b82,feat(mobile): push notifications MVP (#6269),build/release,conflict or missing prerequisite,133,.env.example | .github/workflows/ci.yml | .intersect/sadscan.yaml | Cargo.lock | Justfile | crates/buzz-db/src/runtime/migration.rs | crates/buzz-db/src/store/push.rs | crates/buzz-push-gateway/Cargo.toml | crates/buzz-push-gateway/migrations/0002_application_profiles.sql | crates/buzz-push-gateway/migrations/0003_challenge_issuance_quota.sql | crates/buzz-push-gateway/migrations/0004_dogfood_only_profile.sql | crates/buzz-push-gateway/src/apns.rs | crates/buzz-push-gateway/src/app_attest.rs | crates/buzz-push-gateway/src/authority.rs | crates/buzz-push-gateway/src/config.rs | crates/buzz-push-gateway/src/grant.rs | crates/buzz-push-gateway/src/http.rs | crates/buzz-push-gateway/src/main.rs | crates/buzz-push-gateway/src/metrics.rs | crates/buzz-push-gateway/src/model.rs | crates/buzz-push-gateway/src/postgres.rs | crates/buzz-push-gateway/tests/fixtures/apns-test-cert-only.pem | crates/buzz-push-gateway/tests/fixtures/apns-test-encrypted-identity.pem | crates/buzz-push-gateway/tests/fixtures/apns-test-identity.pem | crates/buzz-push-gateway/tests/fixtures/apns-test-key-only.pem | crates/buzz-push-gateway/tests/fixtures/apns-test-mismatched-identity.pem | crates/buzz-push-gateway/tests/fixtures/app-attest-good.json | crates/buzz-push-gateway/tests/fixtures/app-attest-wrong-aaguid.json | crates/buzz-push-gateway/tests/fixtures/app-attest-wrong-root.json | crates/buzz-push-gateway/tests/fixtures/apple-app-attestation-root.pem | crates/buzz-push-gateway/tests/vectors/app_attest_transcripts.json | crates/buzz-relay/src/config.rs | crates/buzz-relay/src/handlers/push_lease.rs | crates/buzz-relay/src/main.rs | crates/buzz-relay/src/nip11.rs | crates/buzz-relay/src/push_runtime.rs | deploy/charts/buzz-push-gateway/templates/deployment.yaml | deploy/charts/buzz-push-gateway/templates/prometheusrule.yaml | deploy/charts/buzz-push-gateway/tests/release-contract.sh | deploy/charts/buzz-push-gateway/tests/render.sh | deploy/charts/buzz-push-gateway/values-production.yaml | deploy/charts/buzz-push-gateway/values.schema.json | deploy/charts/buzz-push-gateway/values.yaml | docs/nips/NIP-PL.md | docs/push-gateway-deployment.md | migrations/0040_push_message_kinds.sql | mobile/.env.json.example | mobile/README.md | mobile/ios/.gitignore | mobile/ios/BuzzPushKit/Package.swift | mobile/ios/BuzzPushKit/Sources/BuzzPushKit/APNsRegistrationBuffer.swift | mobile/ios/BuzzPushKit/Sources/BuzzPushKit/BuzzCommunicationNotification.swift | mobile/ios/BuzzPushKit/Sources/BuzzPushKit/BuzzDevPushEnrollmentDriver.swift | mobile/ios/BuzzPushKit/Sources/BuzzPushKit/BuzzPushNavigationTarget.swift | mobile/ios/BuzzPushKit/Sources/BuzzPushKit/BuzzPushNotificationResolver.swift | mobile/ios/BuzzPushKit/Sources/BuzzPushKit/BuzzPushPendingEnrollmentRecord.swift | mobile/ios/BuzzPushKit/Sources/BuzzPushKit/BuzzPushPresentationCache.swift | mobile/ios/BuzzPushKit/Sources/BuzzPushKit/BuzzPushTranscript.swift | mobile/ios/BuzzPushKit/Sources/BuzzPushKit/NostrHTTPAuth.swift | mobile/ios/BuzzPushKit/Sources/BuzzPushKit/PushLease.swift | mobile/ios/BuzzPushKit/Tests/BuzzPushKitTests/APNsRegistrationBufferTests.swift | mobile/ios/BuzzPushKit/Tests/BuzzPushKitTests/BuzzDevPushEnrollmentDriverTests.swift | mobile/ios/BuzzPushKit/Tests/BuzzPushKitTests/BuzzPushConversationResolverTests.swift | mobile/ios/BuzzPushKit/Tests/BuzzPushKitTests/BuzzPushNavigationTargetTests.swift | mobile/ios/BuzzPushKit/Tests/BuzzPushKitTests/BuzzPushNotificationResolverTests.swift | mobile/ios/BuzzPushKit/Tests/BuzzPushKitTests/BuzzPushPresentationCacheTests.swift | mobile/ios/BuzzPushKit/Tests/BuzzPushKitTests/BuzzPushTranscriptTests.swift | mobile/ios/BuzzPushKit/Tests/BuzzPushKitTests/Fixtures | mobile/ios/BuzzPushKit/Tests/BuzzPushKitTests/NostrHTTPAuthTests.swift | mobile/ios/BuzzPushKit/Tests/BuzzPushKitTests/PushLeaseTests.swift | mobile/ios/Flutter/Debug.xcconfig | mobile/ios/Flutter/Release.xcconfig | mobile/ios/NotificationService/Info.plist | mobile/ios/NotificationService/NotificationService.entitlements | mobile/ios/NotificationService/NotificationService.swift | mobile/ios/Runner.xcodeproj/project.pbxproj | mobile/ios/Runner.xcworkspace/xcshareddata/swiftpm/Package.resolved | mobile/ios/Runner/AppDelegate.swift | mobile/ios/Runner/Info.plist | mobile/ios/Runner/PushEndpointGrantStore.swift | mobile/ios/Runner/PushNativeState.swift | mobile/ios/Runner/PushSnapshotBridge.swift | mobile/ios/Runner/Runner.entitlements | mobile/ios/RunnerTests/BuzzCommunicationNotificationTests.swift | mobile/ios/RunnerTests/RunnerTests.swift | mobile/lib/app.dart | mobile/lib/features/channels/channel_member_snapshots.dart | mobile/lib/features/channels/channels_provider.dart | mobile/lib/features/channels/deep_link_dispatcher.dart | mobile/lib/features/settings/settings_page.dart | mobile/lib/features/settings/settings_page/connection_section.dart | mobile/lib/features/settings/settings_page/notifications_section.dart | mobile/lib/main.dart | mobile/lib/shared/auth/auth_provider.dart | mobile/lib/shared/community/community.dart | mobile/lib/shared/community/community_provider.dart | mobile/lib/shared/deeplink/deep_link.dart | mobile/lib/shared/deeplink/pending_deep_link_provider.dart | mobile/lib/shared/profile/user_cache_provider.dart | mobile/lib/shared/push/dev_push_lease.dart | mobile/lib/shared/push/push_bootstrap.dart | mobile/lib/shared/push/push_bridge.dart | mobile/lib/shared/push/push_lease_revocation_outbox.dart | mobile/lib/shared/push/push_presentation_cache.dart | mobile/lib/shared/push/push_relay_capability_provider.dart | mobile/lib/shared/push/push_snapshot.dart | mobile/lib/shared/push/push_subscription.dart | mobile/lib/shared/push/push_subscription_provider.dart | mobile/lib/shared/relay/media_image.dart | mobile/lib/shared/relay/relay_provider.dart | mobile/lib/shared/relay/signed_event_relay.dart | mobile/lib/shared/widgets/avatar_image.dart | mobile/test/features/channels/deep_link_dispatcher_test.dart | mobile/test/features/settings/settings_page_test.dart | mobile/test/shared/auth/auth_provider_test.dart | mobile/test/shared/community/community_provider_test.dart | mobile/test/shared/community/community_storage_test.dart | mobile/test/shared/community/community_test.dart | mobile/test/shared/deeplink/pending_deep_link_provider_test.dart | mobile/test/shared/push/dev_push_lease_test.dart | mobile/test/shared/push/push_bootstrap_test.dart | mobile/test/shared/push/push_bridge_test.dart | mobile/test/shared/push/push_lease_revocation_outbox_test.dart | mobile/test/shared/push/push_presentation_cache_test.dart | mobile/test/shared/push/push_relay_capability_provider_test.dart | mobile/test/shared/push/push_snapshot_test.dart | mobile/test/shared/push/push_subscription_provider_test.dart | mobile/test/shared/push/push_subscription_test.dart | mobile/test/shared/widgets/avatar_image_test.dart | schema/schema.sql | scripts/mobile-worktree-clean.sh | scripts/mobile-worktree-overrides.sh | scripts/test-mobile-worktree-overrides.sh
b593c7d7feb6bf4207dbf3439906c25a714b703f,perf(mobile): reduce cold startup and channel rendering delays (#6996),build/release,conflict or missing prerequisite,15,mobile/lib/features/channels/channels_provider.dart | mobile/lib/features/channels/channels_provider_lifecycle.dart | mobile/lib/features/channels/message_content.dart | mobile/lib/shared/custom_emoji/custom_emoji_render.dart | mobile/lib/shared/relay/relay_rate_limit_gate.dart | mobile/lib/shared/relay/relay_session.dart | mobile/pubspec.lock | mobile/pubspec.yaml | mobile/test/features/channels/channels_provider_live_cases.dart | mobile/test/features/channels/channels_provider_terminal_cases.dart | mobile/test/features/channels/channels_provider_test.dart | mobile/test/features/channels/message_content_custom_emoji_test.dart | mobile/test/shared/custom_emoji/custom_emoji_render_test.dart | mobile/test/shared/relay/relay_rate_limit_gate_test.dart | mobile/test/shared/relay/relay_session_test.dart
2c99ee7af5a20d239e95ec5368407887449795c9,fix(desktop): resolve bundled sidecar on cheap path and bound login-shell spawns (#6904),build/release,conflict or missing prerequisite,14,desktop/src-tauri/Cargo.toml | desktop/src-tauri/src/managed_agents/discovery.rs | desktop/src-tauri/src/managed_agents/discovery/bounded_command.rs | desktop/src-tauri/src/managed_agents/discovery/login_shell.rs | desktop/src-tauri/src/managed_agents/discovery/tests/managed_path_resolution.rs | desktop/src-tauri/src/managed_agents/process_lifecycle.rs | desktop/src/app/useAppShellLifecycleEffects.ts | desktop/src/features/agents/acpRuntimesQuery.test.mjs | desktop/src/features/agents/acpRuntimesQuery.ts | desktop/src/features/agents/hooks.ts | desktop/src/features/agents/ui/AgentDefaultsEditor.tsx | desktop/src/features/agents/ui/AgentDefinitionDialog.tsx | desktop/src/features/agents/ui/AgentHarnessField.tsx | desktop/src/features/agents/ui/HarnessCatalogRetryNotice.tsx
8dbc65d9e2c80d9d8516e17b751c46e0568100e6,fix(composer): polish automatic mentions (#6956),client,conflict or missing prerequisite,35,desktop/src/features/agents/lib/agentAutocompleteEligibility.test.mjs | desktop/src/features/agents/lib/agentAutocompleteEligibility.ts | desktop/src/features/channels/ui/MembersSidebar.tsx | desktop/src/features/messages/lib/autoPinMentionedAgentsPreference.test.mjs | desktop/src/features/messages/lib/autoPinMentionedAgentsPreference.ts | desktop/src/features/messages/lib/buildMentionCandidates.test.mjs | desktop/src/features/messages/lib/buildMentionCandidates.ts | desktop/src/features/messages/lib/mentionHighlightExtension.ts | desktop/src/features/messages/lib/mentionMemberPubkeys.ts | desktop/src/features/messages/lib/persistentAgentAudience.test.mjs | desktop/src/features/messages/lib/persistentAgentAudience.ts | desktop/src/features/messages/lib/stripImplicitAgentMentions.test.mjs | desktop/src/features/messages/lib/stripImplicitAgentMentions.ts | desktop/src/features/messages/lib/useMentions.ts | desktop/src/features/messages/lib/useRichTextEditor.ts | desktop/src/features/messages/ui/ComposerAddressControls.test.mjs | desktop/src/features/messages/ui/ComposerAddressControls.tsx | desktop/src/features/messages/ui/MentionAutocomplete.test.mjs | desktop/src/features/messages/ui/MentionAutocomplete.tsx | desktop/src/features/messages/ui/MessageComposer.tsx | desktop/src/features/messages/ui/MessageComposerToolbar.tsx | desktop/src/features/messages/ui/composerAgentKeyboard.test.mjs | desktop/src/features/messages/ui/useAddressedAgentMentionRestore.ts | desktop/src/features/messages/ui/useAgentAddressLockPicker.test.mjs | desktop/src/features/messages/ui/useAgentAddressLockPicker.ts | desktop/src/features/messages/ui/useAlwaysAddressShortcut.ts | desktop/src/features/messages/ui/useAutoPinMentionedAgents.ts | desktop/src/features/messages/ui/useComposerMentionPicker.test.mjs | desktop/src/features/messages/ui/useComposerMentionPicker.ts | desktop/src/features/messages/ui/useDraftPersistSnapshot.ts | desktop/src/features/messages/ui/useImplicitAgentMentionProvenance.ts | desktop/src/shared/lib/keyboard-shortcuts.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/mentions.spec.ts | desktop/tests/e2e/persistent-agent-audience.spec.ts
00e61eafa917d296104006576b7a2ddbfd58bb5a,fix(desktop): surface channel history load failures (#7013),client,conflict or missing prerequisite,12,desktop/src/features/channels/ui/ChannelPane.helpers.ts | desktop/src/features/channels/ui/ChannelPane.tsx | desktop/src/features/channels/ui/ChannelPane.types.ts | desktop/src/features/channels/ui/ChannelScreen.tsx | desktop/src/features/messages/lib/projectChannelWindow.test.mjs | desktop/src/features/messages/lib/projectChannelWindow.ts | desktop/src/features/messages/lib/timelineLoadingState.test.mjs | desktop/src/features/messages/lib/timelineLoadingState.ts | desktop/src/features/messages/lib/timelineSnapshot.test.mjs | desktop/src/features/messages/lib/timelineSnapshot.ts | desktop/src/features/messages/ui/MessageTimeline.tsx | desktop/src/features/messages/ui/MessageTimelineErrorCard.tsx
eed74bde2f4797714335ac10c56c0b0244c1def4,feat(buzz-agent): surface stop reason and silent-turn WARN in telemetry (#7038),runtime/auth/data,applies,2,crates/buzz-agent/src/agent.rs | crates/buzz-agent/src/llm.rs
c3132c3ee982d194cd0198ad07b57ec8bd726e4e,feat(desktop): use segmented controls for channel creation (#6845),client,conflict or missing prerequisite,7,desktop/src/features/channels/ui/ChannelPermissionsSettings.tsx | desktop/src/features/channels/ui/ChannelTypeSettings.tsx | desktop/src/features/sidebar/lib/useCreateChannelForm.ts | desktop/src/features/sidebar/ui/CreateChannelFormFields.tsx | desktop/src/shared/ui/segmented-control.tsx | desktop/tests/e2e/channels.spec.ts | desktop/tests/e2e/welcome-agent-modal-screenshots.spec.ts
3ed623bb217bf9697b0ce4562529254977e0ea04,"feat(db): configurable writer session timeouts (lock, idle-txn, statement) (#6229)",runtime/auth/data,conflict or missing prerequisite,10,.env.example | .github/workflows/ci.yml | crates/buzz-admin/src/main.rs | crates/buzz-db/src/runtime/migration.rs | crates/buzz-db/src/runtime/mod.rs | crates/buzz-db/src/runtime/tests.rs | crates/buzz-deletion/src/lib.rs | crates/buzz-relay/src/main.rs | crates/buzz-relay/src/state.rs | docs/push-gateway-deployment.md
e47690c21b519128b40c917456b3e3f33f018fe4,Enforce NIP-OA authorization time bounds (#7004),runtime/auth/data,conflict or missing prerequisite,11,crates/buzz-relay/src/api/bridge.rs | crates/buzz-relay/src/api/gifs.rs | crates/buzz-relay/src/api/git/transport.rs | crates/buzz-relay/src/api/invites.rs | crates/buzz-relay/src/api/media.rs | crates/buzz-relay/src/api/mod.rs | crates/buzz-relay/src/api/operator.rs | crates/buzz-relay/src/api/workflows.rs | crates/buzz-relay/src/audio/handler.rs | crates/buzz-relay/src/handlers/auth.rs | crates/buzz-sdk/src/nip_oa.rs
f463e726dd173146c3c2bcbf7fdba03c9790dd3a,fix: retrieving cold memories; add regression task (#6950),runtime/auth/data,conflict or missing prerequisite,18,benchmarks/buzz-dataset/README.md | benchmarks/buzz-dataset/memory-retrieval/README.md | benchmarks/buzz-dataset/memory-retrieval/environment/Dockerfile | benchmarks/buzz-dataset/memory-retrieval/instruction.md | benchmarks/buzz-dataset/memory-retrieval/task.toml | benchmarks/buzz-dataset/memory-retrieval/tests/test.sh | benchmarks/buzz-dataset/memory-retrieval/tests/verify.py | benchmarks/harbor-buzz-orchestra/README.md | benchmarks/harbor-buzz-orchestra/src/harbor_buzz_orchestra/container_runtime.py | benchmarks/harbor-buzz-orchestra/src/harbor_buzz_orchestra/task_fixtures.py | benchmarks/harbor-buzz-orchestra/testbed/endpoints/README.md | benchmarks/harbor-buzz-orchestra/testbed/endpoints/openai-live-wire-debug.json | benchmarks/harbor-buzz-orchestra/testbed/tests/test_benchmark.py | benchmarks/harbor-buzz-orchestra/testbed/uv.lock | benchmarks/harbor-buzz-orchestra/tests/test_container_runtime.py | benchmarks/harbor-buzz-orchestra/tests/test_expanded_buzz_native_verifiers.py | benchmarks/harbor-buzz-orchestra/uv.lock | crates/buzz-acp/src/base_prompt.md
